timestamp,open,high,low,close,volume
2025-06-18,357.1300,364.2300,356.9600,359.8000,2000469
2025-06-17,360.7200,362.3900,357.0300,357.6800,1560105
2025-06-16,361.0000,364.6099,360.2000,362.4400,1579789
2025-06-13,357.2300,360.3800,355.7000,357.0500,1609882
2025-06-12,359.8500,362.0000,357.8700,360.9600,1571922
2025-06-11,360.9400,364.2900,357.7450,363.1400,2551804
2025-06-10,359.4400,360.3550,356.0850,358.5700,1894523
2025-06-09,355.2200,360.4600,353.9250,358.0700,2147099
2025-06-06,353.5700,357.4400,352.2600,353.3500,1608073
2025-06-05,351.0000,351.5100,345.8500,348.9600,1753704
2025-06-04,350.3000,351.7300,349.3300,349.3300,1616391
2025-06-03,346.0000,350.8400,344.9182,349.4000,2614301
2025-06-02,346.4700,346.4700,339.5000,344.6700,2552788
2025-05-30,351.8300,353.2400,347.0200,348.0300,4867154
2025-05-29,352.2000,353.0900,348.7400,351.7900,2290340
2025-05-28,352.4900,352.8000,348.8600,349.4900,1924390
2025-05-27,349.9500,353.3400,346.6150,351.5100,2240068
2025-05-23,337.6300,344.9400,336.2409,343.3900,1936728
2025-05-22,342.0000,347.3700,340.5900,345.1900,2174286
2025-05-21,346.6400,348.4200,341.6500,342.5100,2093731
2025-05-20,350.8400,352.4610,347.4850,349.4900,2266041
2025-05-19,349.7000,352.9600,348.5400,352.5700,2277960
2025-05-16,351.5400,354.2200,348.2400,353.5800,2561699
2025-05-15,349.4400,351.3400,348.5000,349.8100,1580642
2025-05-14,351.7200,352.4300,348.7807,349.6600,2052201
2025-05-13,348.9300,355.3300,348.0672,352.5400,4132547
2025-05-12,343.1100,351.0000,339.7300,342.5500,4592046
2025-05-09,325.6500,327.7400,323.3100,325.6200,1646273
2025-05-08,324.8800,328.8700,322.9000,324.2500,2553435
2025-05-07,322.7400,322.8000,318.1100,320.2900,1555975
2025-05-06,321.5500,324.1000,319.8500,320.8900,1724184
2025-05-05,319.3800,326.4700,319.3800,323.1100,1829247
2025-05-02,318.4800,324.6700,318.4800,323.6800,3765238
2025-05-01,311.3750,318.8900,311.0167,313.9600,2961232
2025-04-30,315.2100,316.0500,302.1750,309.2700,5124833
2025-04-29,305.0000,308.6700,302.9100,307.4000,2651012
2025-04-28,306.4500,311.4300,303.8501,307.0600,2189801
2025-04-25,305.1000,307.9900,303.9100,306.4500,2162570
2025-04-24,297.4300,308.2100,297.0700,306.8600,2874396
2025-04-23,301.3400,305.3600,295.1800,295.7700,2458327
2025-04-22,287.5000,293.2336,287.0000,291.1700,2231223
2025-04-21,289.3300,291.0000,282.4563,284.7400,2978308
2025-04-17,292.1700,297.6950,291.9000,294.2500,2717624
2025-04-16,292.7100,295.7309,287.6100,290.1400,3017437
2025-04-15,296.8300,301.7300,292.3900,293.4300,3611291
2025-04-14,298.6700,302.4800,295.7100,298.1200,2758813
2025-04-11,288.9500,295.4100,284.1400,293.4500,3197931
2025-04-10,296.6800,298.2700,279.8000,289.1600,4116825
2025-04-09,270.7600,301.8566,269.1300,301.0100,6457333
2025-04-08,289.8900,291.7800,268.2750,273.9400,4989008
2025-04-07,276.0000,294.3492,267.3000,280.0600,7824699
2025-04-04,285.0000,294.2914,281.5013,288.0800,7216842
2025-04-03,319.6700,324.7000,305.0000,305.7600,4638692
2025-04-02,326.1300,336.3500,326.1000,334.6600,1747616
2025-04-01,327.0100,332.2087,323.8900,330.5700,1955410
2025-03-31,325.6300,331.9800,322.0000,329.8000,2837768
2025-03-28,337.0000,338.2500,328.0500,329.6900,1965493
2025-03-27,341.0800,341.9950,336.6300,339.3000,1481115
2025-03-26,343.3600,347.2700,338.7900,341.1100,1705089
2025-03-25,343.5800,344.8100,340.8300,342.6200,1678009
2025-03-24,340.5500,343.1500,339.2900,341.6700,2277496
2025-03-21,331.2100,335.9500,329.2100,335.7800,6766101
2025-03-20,334.5700,339.7797,333.6100,336.2500,2782873
2025-03-19,336.9300,342.0000,336.6700,338.6200,2407288
2025-03-18,342.0000,342.0000,335.3500,336.7100,3310243
2025-03-17,339.7400,344.3625,339.0015,342.6400,1684083
2025-03-14,337.7200,341.9900,336.9500,339.6400,1936119
2025-03-13,336.0300,340.6500,331.6700,333.3100,2490395
2025-03-12,343.0300,344.9100,335.4500,338.1300,1816667
2025-03-11,343.9200,345.1500,336.3700,339.7700,3191100
2025-03-10,345.0000,352.4100,341.8500,345.2100,2793024
2025-03-07,339.4000,352.1150,339.4000,350.3000,3063803
2025-03-06,335.2700,341.9100,332.5201,341.0100,2234096
2025-03-05,329.1200,339.5100,328.6500,338.4900,3189095
2025-03-04,327.3900,331.9200,318.6800,326.7500,3500232
2025-03-03,347.6300,348.1500,330.0300,332.0400,2569655
2025-02-28,341.9800,344.9000,338.7400,343.9500,3210269
2025-02-27,343.6500,346.9200,338.4600,340.0000,1971027
2025-02-26,345.4500,348.7800,340.1200,342.5800,2397754
2025-02-25,341.0000,344.2300,336.3800,342.3600,3323544
2025-02-24,343.3900,345.4500,336.2300,338.9200,2513291
2025-02-21,350.5300,352.0000,337.5989,340.0400,3225242
2025-02-20,355.0000,356.8514,347.4518,349.1500,2174066
2025-02-19,351.8700,353.8533,349.5900,353.0000,2211123
2025-02-18,355.4700,356.9300,351.1100,354.0000,3120367
2025-02-14,356.6000,358.8762,352.8000,353.3200,2045278
2025-02-13,352.5700,357.5882,350.4200,353.7000,3547192
2025-02-12,357.0000,358.9300,351.4400,352.0400,2833093
2025-02-11,361.7400,364.4199,360.9775,362.2300,1516854
2025-02-10,365.3300,366.2350,361.5500,363.2200,1944675
2025-02-07,369.2500,369.5299,362.5800,363.8800,1804954
2025-02-06,363.9000,367.5382,362.5150,365.4500,3007274
2025-02-05,362.8700,363.0000,357.2000,358.8500,2134445
2025-02-04,369.6600,369.6600,359.4100,361.9500,2709817
2025-02-03,364.1400,368.5500,359.6900,361.5500,3079283
2025-01-31,377.4600,378.0000,371.2800,371.4400,2859000
2025-01-30,373.5000,380.8100,373.1600,374.9800,4234597
2025-01-29,391.9400,399.3600,391.1200,393.2300,2675819
2025-01-28,394.0400,396.8800,386.4800,390.2900,1788939
2025-01-27,397.1900,399.5400,389.9200,394.9800,2964352
